IND_NAME,DIM_GEO_NAME,IND_CODE,DIM_GEO_CODE,DIM_TIME_YEAR,DIM_1_CODE,VALUE_NUMERIC,VALUE_STRING,VALUE_COMMENTS
New HIV infections (per 1000 uninfected population),Region of the Americas,SDGHIV,AMR,2022,SEX_BTSX,0.159999996424,0.2,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Region of the Americas,PCV3,AMR,2022,,78.0,78.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Region of the Americas,NCD_BMI_PLUS2C,AMR,2022,SEX_BTSX,16.95,17.0,
Prevalence of overweight in children under 5 (%),Region of the Americas,NUTOVERWEIGHTPREV,AMR,2022,,8.5,8.5,
Prevalence of stunting in children under 5 (%),Region of the Americas,NUTSTUNTINGPREV,AMR,2022,,9.19999980927,9.2,
Prevalence of wasting in children under 5 (%),Region of the Americas,NUTRITION_WH_2,AMR,2022,,0.800000011921,0.8,
Proportion of population using safely-managed drinking-water services (%),Region of the Americas,WSH_WATER_SAFELY_MANAGED,AMR,2022,,81.3938903809,81.0,
Proportion of population using safely-managed sanitation services (%),Region of the Americas,WSH_SANITATION_SAFELY_MANAGED,AMR,2022,,66.1986694336,66.0,
Proportion of population with primary reliance on clean fuels and technology (%),Region of the Americas,PHE_HHAIR_PROP_POP_CLEAN_FUELS,AMR,2022,,92.7799987793,93.0,
Proportion of safely treated domestic wastewater flows (%),Region of the Americas,WSH_DOMESTIC_WASTE_SAFELY_TREATED,AMR,2022,,75.3938598633,75.0,
Reported number of people requiring interventions against NTDs,Region of the Americas,SDGNTDTREATMENT,AMR,2022,,51670372.0,51670372.0,
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Region of the Americas,SDGODA01,AMR,2022,,1.85231542587,1.8,
Tuberculosis incidence (per 100 000 population),Region of the Americas,MDG_0000000020,AMR,2022,,31.0,31.0,
Under-five mortality rate (per 1000 live births),Region of the Americas,MDG_0000000007,AMR,2022,SEX_BTSX,12.9121198654,13.0,
Adolescent birth rate (per 1000 women),Republic of Korea,MDG_0000000003,KOR,2022,AGEGROUP_YEARS15-19,0.40000000596,0.4,Registration National Statistics
Age-standardized prevalence of obesity among adults (18+ years) (%),Republic of Korea,NCD_BMI_30A,KOR,2022,SEX_BTSX,7.33054018021,7.3,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Republic of Korea,M_Est_tob_curr_std,KOR,2022,SEX_BTSX,20.0,20.0,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Republic of Korea,WHS4_100,KOR,2022,,98.0,98.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Republic of Korea,SDGHPVRECEIVED,KOR,2022,SEX_FMLE,65.0,65.0,
Malaria incidence (per 1000 population at risk),Republic of Korea,MALARIA_EST_INCIDENCE,KOR,2022,,0.105319999158,0.1,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Republic of Korea,MCV2,KOR,2022,,95.0,95.0,
Neonatal mortality rate (per 1000 live births),Republic of Korea,WHOSIS_000003,KOR,2022,SEX_BTSX,1.32707297802,1.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Republic of Korea,PCV3,KOR,2022,,97.0,97.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Republic of Korea,NCD_BMI_PLUS2C,KOR,2022,SEX_BTSX,13.9570302963,14.0,
Prevalence of overweight in children under 5 (%),Republic of Korea,NUTOVERWEIGHTPREV,KOR,2022,,5.40000009537,5.4,
Prevalence of stunting in children under 5 (%),Republic of Korea,NUTSTUNTINGPREV,KOR,2022,,1.70000004768,1.7,
Proportion of population using safely-managed drinking-water services (%),Republic of Korea,WSH_WATER_SAFELY_MANAGED,KOR,2022,,99.2801208496,99.0,
Proportion of population using safely-managed sanitation services (%),Republic of Korea,WSH_SANITATION_SAFELY_MANAGED,KOR,2022,,99.4474563599,99.0,
Proportion of population with primary reliance on clean fuels and technology (%),Republic of Korea,PHE_HHAIR_PROP_POP_CLEAN_FUELS,KOR,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Republic of Korea,WSH_DOMESTIC_WASTE_SAFELY_TREATED,KOR,2022,,99.0531768799,99.0,
Reported number of people requiring interventions against NTDs,Republic of Korea,SDGNTDTREATMENT,KOR,2022,,2.0,2.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Republic of Korea,MDG_0000000020,KOR,2022,,39.0,39.0,
Under-five mortality rate (per 1000 live births),Republic of Korea,MDG_0000000007,KOR,2022,SEX_BTSX,2.77332997322,3.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Republic of Moldova,NCD_BMI_30A,MDA,2022,SEX_BTSX,22.9702091217,23.0,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Republic of Moldova,M_Est_tob_curr_std,MDA,2022,SEX_BTSX,29.7000007629,29.7,The most recent survey was conducted in 2021. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Republic of Moldova,SDGODAWS,MDA,2022,,21.8582000732,21.9,
Density of dentists (per 10 000 population) ,Republic of Moldova,HWF_0010,MDA,2022,,4.742000103,4.7,Value obtained from Professionally Active
Density of pharmacists (per 10 000 population) ,Republic of Moldova,HWF_0014,MDA,2022,,5.41099977493,5.4,Value obtained from Professionally Active
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Republic of Moldova,WHS4_100,MDA,2022,,88.0,88.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Republic of Moldova,SDGHPVRECEIVED,MDA,2022,SEX_FMLE,45.0,45.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Republic of Moldova,MCV2,MDA,2022,,93.0,93.0,
Neonatal mortality rate (per 1000 live births),Republic of Moldova,WHOSIS_000003,MDA,2022,SEX_BTSX,10.4841499329,10.0,
New HIV infections (per 1000 uninfected population),Republic of Moldova,SDGHIV,MDA,2022,SEX_BTSX,0.340000003576,0.3,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Republic of Moldova,PCV3,MDA,2022,,79.0,79.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Republic of Moldova,NCD_BMI_PLUS2C,MDA,2022,SEX_BTSX,4.65163993835,4.7,
Prevalence of overweight in children under 5 (%),Republic of Moldova,NUTOVERWEIGHTPREV,MDA,2022,,2.90000009537,2.9,
Prevalence of stunting in children under 5 (%),Republic of Moldova,NUTSTUNTINGPREV,MDA,2022,,3.90000009537,3.9,
Proportion of births attended by skilled health personnel (%),Republic of Moldova,MDG_0000000025,MDA,2022,,99.6999969482,100.0,"Unclear definition of the cadres included. Statistical databank. Share of births attended by skilled health personnel by Indicators and Years  [online database]. Chisinau: National Bureau of Statistics [Republic of Moldova]; 2023 (https://statbank.statistica.md/pxweb/pxweb/en/50%20Statistica%20gender/50%20Statistica%20gender__GEN04/GEN040600soc.px/table/tableViewLayout1/?rxid=b2ff27d7-0b96-43c9-934b-42e1a2a9a774), accessed 27 September 2023)."
Proportion of population using safely-managed drinking-water services (%),Republic of Moldova,WSH_WATER_SAFELY_MANAGED,MDA,2022,,75.2243423462,75.0,
Proportion of population with primary reliance on clean fuels and technology (%),Republic of Moldova,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MDA,2022,,97.5999984741,98.0,
Proportion of safely treated domestic wastewater flows (%),Republic of Moldova,WSH_DOMESTIC_WASTE_SAFELY_TREATED,MDA,2022,,46.1607017517,46.0,
Reported number of people requiring interventions against NTDs,Republic of Moldova,SDGNTDTREATMENT,MDA,2022,,0.0,0.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Republic of Moldova,SDGODA01,MDA,2022,,4.94999980927,5.0,
Tuberculosis incidence (per 100 000 population),Republic of Moldova,MDG_0000000020,MDA,2022,,74.0,74.0,
Under-five mortality rate (per 1000 live births),Republic of Moldova,MDG_0000000007,MDA,2022,SEX_BTSX,14.1573200226,14.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Romania,NCD_BMI_30A,ROU,2022,SEX_BTSX,34.0397109985,34.0,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Romania,M_Est_tob_curr_std,ROU,2022,SEX_BTSX,30.0,30.0,The most recent survey was conducted in 2020. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Romania,WHS4_100,ROU,2022,,85.0,85.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Romania,MCV2,ROU,2022,,71.0,71.0,
Neonatal mortality rate (per 1000 live births),Romania,WHOSIS_000003,ROU,2022,SEX_BTSX,3.32411003113,3.0,
New HIV infections (per 1000 uninfected population),Romania,SDGHIV,ROU,2022,SEX_BTSX,0.029999999329,0.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Romania,PCV3,ROU,2022,,85.0,85.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Romania,NCD_BMI_PLUS2C,ROU,2022,SEX_BTSX,8.83946037292,8.8,
Prevalence of overweight in children under 5 (%),Romania,NUTOVERWEIGHTPREV,ROU,2022,,4.5,4.5,
Prevalence of stunting in children under 5 (%),Romania,NUTSTUNTINGPREV,ROU,2022,,7.69999980927,7.7,
Proportion of population using safely-managed drinking-water services (%),Romania,WSH_WATER_SAFELY_MANAGED,ROU,2022,,82.0723190308,82.0,
Proportion of population using safely-managed sanitation services (%),Romania,WSH_SANITATION_SAFELY_MANAGED,ROU,2022,,87.5768737793,88.0,
Proportion of population with primary reliance on clean fuels and technology (%),Romania,PHE_HHAIR_PROP_POP_CLEAN_FUELS,ROU,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Romania,WSH_DOMESTIC_WASTE_SAFELY_TREATED,ROU,2022,,30.0852108002,30.0,
Reported number of people requiring interventions against NTDs,Romania,SDGNTDTREATMENT,ROU,2022,,4.0,4.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Romania,MDG_0000000020,ROU,2022,,52.0,52.0,
Under-five mortality rate (per 1000 live births),Romania,MDG_0000000007,ROU,2022,SEX_BTSX,6.7527551651,7.0,
Adolescent birth rate (per 1000 women),Russian Federation,MDG_0000000003,RUS,2022,AGEGROUP_YEARS15-19,13.3999996185,13.4,Registration National Statistics
Adolescent birth rate (per 1000 women),Russian Federation,MDG_0000000003,RUS,2022,AGEGROUP_YEARS10-14,0.10000000149,0.1,Registration National Statistics
Age-standardized prevalence of obesity among adults (18+ years) (%),Russian Federation,NCD_BMI_30A,RUS,2022,SEX_BTSX,24.1948204041,24.2,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Russian Federation,M_Est_tob_curr_std,RUS,2022,SEX_BTSX,29.2000007629,29.2,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Russian Federation,WHS4_100,RUS,2022,,97.0,97.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Russian Federation,MCV2,RUS,2022,,97.0,97.0,
Neonatal mortality rate (per 1000 live births),Russian Federation,WHOSIS_000003,RUS,2022,SEX_BTSX,1.82585299015,2.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Russian Federation,PCV3,RUS,2022,,92.0,92.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Russian Federation,NCD_BMI_PLUS2C,RUS,2022,SEX_BTSX,6.24464988708,6.2,
Prevalence of overweight in children under 5 (%),Russian Federation,NUTOVERWEIGHTPREV,RUS,2022,,7.40000009537,7.4,
Proportion of births attended by skilled health personnel (%),Russian Federation,MDG_0000000025,RUS,2022,,99.6999969482,100.0,"Unclear definition of the cadres included. Federal State Statistics Service. Data on SDG Indicators. Russia; 2023. (https://eng.rosstat.gov.ru/3.1.2) accessed September 27, 2023."
Proportion of population using safely-managed drinking-water services (%),Russian Federation,WSH_WATER_SAFELY_MANAGED,RUS,2022,,76.2331085205,76.0,
Proportion of population using safely-managed sanitation services (%),Russian Federation,WSH_SANITATION_SAFELY_MANAGED,RUS,2022,,61.2043495178,61.0,
Proportion of population with primary reliance on clean fuels and technology (%),Russian Federation,PHE_HHAIR_PROP_POP_CLEAN_FUELS,RUS,2022,,99.4000015259,99.0,
Proportion of safely treated domestic wastewater flows (%),Russian Federation,WSH_DOMESTIC_WASTE_SAFELY_TREATED,RUS,2022,,14.7364501953,15.0,
Reported number of people requiring interventions against NTDs,Russian Federation,SDGNTDTREATMENT,RUS,2022,,0.0,0.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Russian Federation,MDG_0000000020,RUS,2022,,39.0,39.0,
Under-five mortality rate (per 1000 live births),Russian Federation,MDG_0000000007,RUS,2022,SEX_BTSX,4.75201702118,5.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Rwanda,NCD_BMI_30A,RWA,2022,SEX_BTSX,4.92348003387,4.9,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Rwanda,M_Est_tob_curr_std,RWA,2022,SEX_BTSX,14.3000001907,14.3,The most recent survey was conducted in 2014-15. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Rwanda,SDGODAWS,RWA,2022,,53.3074989319,53.3,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Rwanda,WHS4_100,RWA,2022,,98.0,98.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Rwanda,SDGHPVRECEIVED,RWA,2022,SEX_FMLE,75.0,75.0,
Malaria incidence (per 1000 population at risk),Rwanda,MALARIA_EST_INCIDENCE,RWA,2022,,84.7917327881,84.8,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Rwanda,MCV2,RWA,2022,,82.0,82.0,
Neonatal mortality rate (per 1000 live births),Rwanda,WHOSIS_000003,RWA,2022,SEX_BTSX,16.9822902679,17.0,
New HIV infections (per 1000 uninfected population),Rwanda,SDGHIV,RWA,2022,SEX_BTSX,0.239999994636,0.2,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Rwanda,PCV3,RWA,2022,,98.0,98.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Rwanda,NCD_BMI_PLUS2C,RWA,2022,SEX_BTSX,1.60723996162,1.6,
Prevalence of overweight in children under 5 (%),Rwanda,NUTOVERWEIGHTPREV,RWA,2022,,4.69999980927,4.7,
Prevalence of stunting in children under 5 (%),Rwanda,NUTSTUNTINGPREV,RWA,2022,,29.7999992371,29.8,
Proportion of population using a hand-washing facility with soap and water (%),Rwanda,WSH_HYGIENE_BASIC,RWA,2022,,18.402009964,18.0,
Proportion of population with primary reliance on clean fuels and technology (%),Rwanda,PHE_HHAIR_PROP_POP_CLEAN_FUELS,RWA,2022,,8.30000019073,8.0,
Reported number of people requiring interventions against NTDs,Rwanda,SDGNTDTREATMENT,RWA,2022,,7788142.0,7788142.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Rwanda,SDGODA01,RWA,2022,,7.09999990463,7.1,
Tuberculosis incidence (per 100 000 population),Rwanda,MDG_0000000020,RWA,2022,,56.0,56.0,
Under-five mortality rate (per 1000 live births),Rwanda,MDG_0000000007,RWA,2022,SEX_BTSX,38.0243682861,38.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Saint Kitts and Nevis,NCD_BMI_30A,KNA,2022,SEX_BTSX,45.6443901062,45.6,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Saint Kitts and Nevis,WHS4_100,KNA,2022,,96.0,96.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Saint Kitts and Nevis,SDGHPVRECEIVED,KNA,2022,SEX_FMLE,61.0,61.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Saint Kitts and Nevis,MCV2,KNA,2022,,93.0,93.0,
Neonatal mortality rate (per 1000 live births),Saint Kitts and Nevis,WHOSIS_000003,KNA,2022,SEX_BTSX,10.2540502548,10.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Saint Kitts and Nevis,NCD_BMI_PLUS2C,KNA,2022,SEX_BTSX,23.0415802002,23.0,
Proportion of population with primary reliance on clean fuels and technology (%),Saint Kitts and Nevis,PHE_HHAIR_PROP_POP_CLEAN_FUELS,KNA,2022,,100.0,100.0,
Reported number of people requiring interventions against NTDs,Saint Kitts and Nevis,SDGNTDTREATMENT,KNA,2022,,1.0,1.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Saint Kitts and Nevis,MDG_0000000020,KNA,2022,,1.60000002384,1.6,
Under-five mortality rate (per 1000 live births),Saint Kitts and Nevis,MDG_0000000007,KNA,2022,SEX_BTSX,15.4138898849,15.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Saint Lucia,NCD_BMI_30A,LCA,2022,SEX_BTSX,33.4651298523,33.5,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Saint Lucia,M_Est_tob_curr_std,LCA,2022,SEX_BTSX,13.8000001907,13.8,The most recent survey was conducted in 2019. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Saint Lucia,SDGODAWS,LCA,2022,,0.179100006819,0.2,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Saint Lucia,WHS4_100,LCA,2022,,81.0,81.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Saint Lucia,SDGHPVRECEIVED,LCA,2022,SEX_FMLE,73.0,73.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Saint Lucia,MCV2,LCA,2022,,63.0,63.0,
Neonatal mortality rate (per 1000 live births),Saint Lucia,WHOSIS_000003,LCA,2022,SEX_BTSX,11.1483898163,11.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Saint Lucia,NCD_BMI_PLUS2C,LCA,2022,SEX_BTSX,19.2957897186,19.3,
Prevalence of overweight in children under 5 (%),Saint Lucia,NUTOVERWEIGHTPREV,LCA,2022,,6.0,6.0,
Prevalence of stunting in children under 5 (%),Saint Lucia,NUTSTUNTINGPREV,LCA,2022,,2.5,2.5,
Proportion of population with primary reliance on clean fuels and technology (%),Saint Lucia,PHE_HHAIR_PROP_POP_CLEAN_FUELS,LCA,2022,,92.5,93.0,
Reported number of people requiring interventions against NTDs,Saint Lucia,SDGNTDTREATMENT,LCA,2022,,26.0,26.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Saint Lucia,SDGODA01,LCA,2022,,15.8900003433,15.9,
Tuberculosis incidence (per 100 000 population),Saint Lucia,MDG_0000000020,LCA,2022,,1.29999995232,1.3,
Under-five mortality rate (per 1000 live births),Saint Lucia,MDG_0000000007,LCA,2022,SEX_BTSX,17.3011398315,17.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Saint Vincent and the Grenadines,NCD_BMI_30A,VCT,2022,SEX_BTSX,33.2489700317,33.2,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Saint Vincent and the Grenadines,SDGODAWS,VCT,2022,,0.002000000095,0.0,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Saint Vincent and the Grenadines,WHS4_100,VCT,2022,,92.0,92.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Saint Vincent and the Grenadines,MCV2,VCT,2022,,94.0,94.0,
Neonatal mortality rate (per 1000 live births),Saint Vincent and the Grenadines,WHOSIS_000003,VCT,2022,SEX_BTSX,5.93581390381,6.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Saint Vincent and the Grenadines,NCD_BMI_PLUS2C,VCT,2022,SEX_BTSX,18.5455207825,18.5,
Proportion of population with primary reliance on clean fuels and technology (%),Saint Vincent and the Grenadines,PHE_HHAIR_PROP_POP_CLEAN_FUELS,VCT,2022,,90.0,90.0,
Reported number of people requiring interventions against NTDs,Saint Vincent and the Grenadines,SDGNTDTREATMENT,VCT,2022,,782.0,782.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Saint Vincent and the Grenadines,SDGODA01,VCT,2022,,4.23999977112,4.2,
Tuberculosis incidence (per 100 000 population),Saint Vincent and the Grenadines,MDG_0000000020,VCT,2022,,11.0,11.0,
Under-five mortality rate (per 1000 live births),Saint Vincent and the Grenadines,MDG_0000000007,VCT,2022,SEX_BTSX,10.8999204636,11.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Samoa,NCD_BMI_30A,WSM,2022,SEX_BTSX,62.4293899536,62.4,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Samoa,M_Est_tob_curr_std,WSM,2022,SEX_BTSX,22.5,22.5,The most recent survey was conducted in 2019-20. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Samoa,SDGODAWS,WSM,2022,,0.769699990749,0.8,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Samoa,WHS4_100,WSM,2022,,76.0,76.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Samoa,SDGHPVRECEIVED,WSM,2022,SEX_FMLE,87.0,87.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Samoa,MCV2,WSM,2022,,45.0,45.0,
Neonatal mortality rate (per 1000 live births),Samoa,WHOSIS_000003,WSM,2022,SEX_BTSX,6.21137905121,6.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Samoa,PCV3,WSM,2022,,36.0,36.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Samoa,NCD_BMI_PLUS2C,WSM,2022,SEX_BTSX,23.5447292328,23.5,
Prevalence of overweight in children under 5 (%),Samoa,NUTOVERWEIGHTPREV,WSM,2022,,7.90000009537,7.9,
Prevalence of stunting in children under 5 (%),Samoa,NUTSTUNTINGPREV,WSM,2022,,7.40000009537,7.4,
Proportion of population using a hand-washing facility with soap and water (%),Samoa,WSH_HYGIENE_BASIC,WSM,2022,,71.9643707275,72.0,
Proportion of population using safely-managed drinking-water services (%),Samoa,WSH_WATER_SAFELY_MANAGED,WSM,2022,,62.1917114258,62.0,
Proportion of population using safely-managed sanitation services (%),Samoa,WSH_SANITATION_SAFELY_MANAGED,WSM,2022,,42.9284706116,43.0,
Proportion of population with primary reliance on clean fuels and technology (%),Samoa,PHE_HHAIR_PROP_POP_CLEAN_FUELS,WSM,2022,,39.5999984741,40.0,
Proportion of safely treated domestic wastewater flows (%),Samoa,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSM,2022,,42.8632011414,43.0,
Reported number of people requiring interventions against NTDs,Samoa,SDGNTDTREATMENT,WSM,2022,,191219.0,191219.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Samoa,SDGODA01,WSM,2022,,23.25,23.2,
Tuberculosis incidence (per 100 000 population),Samoa,MDG_0000000020,WSM,2022,,4.69999980927,4.7,
Under-five mortality rate (per 1000 live births),Samoa,MDG_0000000007,WSM,2022,SEX_BTSX,16.1072101593,16.0,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),San Marino,WHS4_100,SMR,2022,,92.0,92.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),San Marino,SDGHPVRECEIVED,SMR,2022,SEX_FMLE,48.0,48.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),San Marino,MCV2,SMR,2022,,85.0,85.0,
Neonatal mortality rate (per 1000 live births),San Marino,WHOSIS_000003,SMR,2022,SEX_BTSX,0.660649716854,1.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),San Marino,PCV3,SMR,2022,,80.0,80.0,
Proportion of population using safely-managed drinking-water services (%),San Marino,WSH_WATER_SAFELY_MANAGED,SMR,2022,,100.0,100.0,
Proportion of population using safely-managed sanitation services (%),San Marino,WSH_SANITATION_SAFELY_MANAGED,SMR,2022,,90.1924972534,90.0,
Proportion of population with primary reliance on clean fuels and technology (%),San Marino,PHE_HHAIR_PROP_POP_CLEAN_FUELS,SMR,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),San Marino,WSH_DOMESTIC_WASTE_SAFELY_TREATED,SMR,2022,,90.192489624,90.0,
Reported number of people requiring interventions against NTDs,San Marino,SDGNTDTREATMENT,SMR,2022,,0.0,0.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),San Marino,MDG_0000000020,SMR,2022,,0.0,0.0,
Under-five mortality rate (per 1000 live births),San Marino,MDG_0000000007,SMR,2022,SEX_BTSX,1.46058297157,1.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Sao Tome and Principe,NCD_BMI_30A,STP,2022,SEX_BTSX,16.455280304,16.5,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Sao Tome and Principe,M_Est_tob_curr_std,STP,2022,SEX_BTSX,7.80000019073,7.8,The most recent survey was conducted in 2019. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Sao Tome and Principe,SDGODAWS,STP,2022,,6.48169994354,6.5,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Sao Tome and Principe,WHS4_100,STP,2022,,97.0,97.0,
Malaria incidence (per 1000 population at risk),Sao Tome and Principe,MALARIA_EST_INCIDENCE,STP,2022,,17.4597606659,17.5,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Sao Tome and Principe,MCV2,STP,2022,,69.0,69.0,
Neonatal mortality rate (per 1000 live births),Sao Tome and Principe,WHOSIS_000003,STP,2022,SEX_BTSX,6.99397706985,7.0,
New HIV infections (per 1000 uninfected population),Sao Tome and Principe,SDGHIV,STP,2022,SEX_BTSX,0.059999998659,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Sao Tome and Principe,PCV3,STP,2022,,97.0,97.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Sao Tome and Principe,NCD_BMI_PLUS2C,STP,2022,SEX_BTSX,4.01220989227,4.0,
Prevalence of overweight in children under 5 (%),Sao Tome and Principe,NUTOVERWEIGHTPREV,STP,2022,,4.69999980927,4.7,
Prevalence of stunting in children under 5 (%),Sao Tome and Principe,NUTSTUNTINGPREV,STP,2022,,10.0,10.0,
Proportion of population using a hand-washing facility with soap and water (%),Sao Tome and Principe,WSH_HYGIENE_BASIC,STP,2022,,58.0579109192,58.0,
Proportion of population using safely-managed drinking-water services (%),Sao Tome and Principe,WSH_WATER_SAFELY_MANAGED,STP,2022,,36.3006896973,36.0,
Proportion of population using safely-managed sanitation services (%),Sao Tome and Principe,WSH_SANITATION_SAFELY_MANAGED,STP,2022,,34.003490448,34.0,
Proportion of population with primary reliance on clean fuels and technology (%),Sao Tome and Principe,PHE_HHAIR_PROP_POP_CLEAN_FUELS,STP,2022,,4.09999990463,4.0,
Reported number of people requiring interventions against NTDs,Sao Tome and Principe,SDGNTDTREATMENT,STP,2022,,100147.0,100147.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Sao Tome and Principe,SDGODA01,STP,2022,,13.3699998856,13.4,
